start_betriebsstelle,ziel_betriebsstelle,mean_delay,median_delay,number_of_trips
GZS,G  A2,4.508333333333334,4.508333333333334,2
GZS,GDB,0.7111111111111111,0.24166666666666664,6
GZS,GH,1.471863799283154,0.5583333333333333,186
GZS,GLD,0.38666666666666666,0.1,20
GZS,GLDG,0.3321511358368104,0.2,719
GZS,GOB,13.358333333333334,13.358333333333334,2
GZS,GZS,0.13333333333333333,0.13333333333333333,1
GZS,HAL,0.7263157894736842,0.21666666666666667,38
GZS,JD G,1.9654430629563844,1.2333333333333334,1689
GZS,KAS,0.71192549588776,-0.016666666666666666,689
GZS,KRDH1,-1.0666666666666667,-1.0666666666666667,1
GZS,KTF,9.845,2.7583333333333333,10
GZS,LAZ,5.616666666666666,5.616666666666666,1
GZS,LEI,0.5333333333333333,0.5333333333333333,2
GZS,MES,42.9,42.9,1
GZS,MESH2,40.71666666666667,40.71666666666667,1
GZS,MFL,2.5992922859164898,0.5166666666666667,471
GZS,MOG,3.5166666666666666,3.5166666666666666,1
GZS,MT,1.8666666666666667,1.8666666666666667,1
GZS,ND G,7.866666666666666,0.9166666666666666,36
GZS,RZN,0.1037037037037037,0.25,9
GZS,RZNH1,1.3873631187034603,0.3333333333333333,2283
GZS,SB G,1.3333333333333333,1.3333333333333333,2
GZS,SBM,3.5043478260869563,1.725,46
GZS,SD,2.22,2.716666666666667,5
GZS,SD G,2.3,2.3,2
GZS,SEJ,1.8441903873075127,0.5333333333333333,2143
GZS,STUH2,3.1739130434782608,-0.7333333333333333,23
GZS,TAKH1,7.05,7.05,1
GZS,VBO,2.0199799196787147,0.45,166
GZS,WI,21.854761904761904,18.45,7
GZS,WI U3,1.7735042735042734,0.35,507
GZS,WR,1.4166666666666667,1.4166666666666667,1
GZS,WR A2,5.05,1.55,3
GZS,WSTSC1,-5.2,-5.2,1
GZS,WSTZ1,40.9,40.9,1
GZS,WTT,2.032407407407407,-0.3833333333333333,18
GZS,WTTH1,2.9833333333333334,2.9833333333333334,1
H,JB S12,8.533333333333333,8.533333333333333,1
H,K  S12,32.875,32.875,2
H,WTS,60.849999999999994,60.849999999999994,2
H  A1,K  S12,1.0666666666666667,1.0666666666666667,1
H  H1,WT,5.833333333333333,5.833333333333333,1
H  H3,BM S14,2.3000000000000003,3.0166666666666666,3
H  H3,BRI,1.9666666666666666,0.42500000000000004,72
H  H3,BRIS12,1.3694444444444445,0.8583333333333334,6
H  H3,FW S12,4.15,4.15,1
H  H3,GMI,5.873015873015873,0.3,189
H  H3,HEZ,109.15,109.15,1
H  H3,JB S12,0.3136831275720165,-0.29166666666666663,162
H  H3,K,0.5083333333333333,0.6,4
H  H3,K  G,5.562468434343434,1.6,528
H  H3,K  S12,1.0869672286417882,0.21666666666666667,5279
H  H3,KLSS21,9.470913770913771,5.216666666666667,259
H  H3,LEW,5.294444444444444,3.4166666666666665,3
H  H3,MKI,-3.5090123456790128,0.03333333333333333,135
H  H3,MLX,12.748148148148147,6.891666666666667,162
H  H3,OW,9.431912681912682,4.966666666666667,481
H  H3,PIC,0.416304347826087,-0.55,138
H  H3,SAAS12,11.4,11.4,1
H  H3,SB G,9.043939393939395,0.5666666666666667,11
H  H3,SBJ,4.768560606060606,0.6000000000000001,132
H  H3,SBM,31.579166666666666,35.541666666666664,4
H  H3,STL,3.923187311178248,2.4916666666666667,662
H  H3,SW,30.9,30.9,1
H  H3,SW S12,19.833333333333332,19.833333333333332,1
H  H3,SWAS12,5.7481481481481485,2.375,72
H  H3,W,1.4435897435897436,0.0,13
H  H3,W  S12,2.45,2.45,1
H  H3,WE S12,0.25,0.25,1
H  H3,WTS,1.689156626506024,0.5666666666666667,2075
H  H3,Z,-0.26666666666666666,-0.26666666666666666,1
H  S12,JB S12,1.2761194029850746,1.0166666666666666,67
H  S12,K  S12,0.9736363636363636,0.016666666666666666,495
H  S12,WTS,0.5199335548172758,-0.15,301
H  S32,K  S12,6.833333333333333,-0.075,4
H  S32,WTS,11.283333333333333,11.283333333333333,1
HAI,HAIH2,19.7,19.7,1
HAI,NW H2,3.583333333333333,3.583333333333333,2
HAI,NW H3,5.45,5.45,1
HAI,NW S31,1.9083333333333332,1.9083333333333332,2
HAIH1,HAIH2,0.0,0.0,1
HAIH2,BDE,17.3,17.3,1
HAIH2,BSE,-0.5833333333333334,-0.5833333333333334,1
HAIH2,DOK,2.750994431185362,1.75,419
HAIH2,ENZH1,1.0230593607305936,-0.05,365
HAIH2,F,6.575,6.625,4
HAIH2,F  H1,4.232929292929294,3.7333333333333334,165
HAIH2,FAM,1.3,1.3,1
HAIH2,FWSZ1,2.0166666666666666,2.1,3
HAIH2,GEFS31,0.5794807370184254,-0.2833333333333333,199
HAIH2,HAI,3.441666666666667,3.441666666666667,2
HAIH2,HLU,1.0416666666666667,1.0416666666666667,2
HAIH2,KSW,0.3,0.3,1
HAIH2,LDFH1,1.0311475409836066,0.6333333333333333,122
HAIH2,LDFS11,0.55,0.55,1
HAIH2,MAE,0.5333333333333333,0.5333333333333333,2
HAIH2,MSW,0.2041666666666667,-0.24166666666666667,24
HAIH2,NW H2,2.6786423841059603,1.65,1208
HAIH2,NW H3,3.456208499335989,2.658333333333333,502
HAIH2,NW S31,2.783310408069693,1.7833333333333334,1454
HAIH2,PET,0.06666666666666667,0.06666666666666667,1
HAIH2,REGH1,1.2,1.2,2
HAIH2,REN,25.595833333333335,28.741666666666667,4
HAIH2,SAH,5.666666666666667,5.666666666666667,1
HAIH2,SAHH1,2.7,2.7,1
HAIH2,SNB,17.116666666666667,17.116666666666667,1
HAIH2,STRS21,6.487411347517731,5.858333333333333,94
HAIH2,WOLH1,3.7,3.7,1
HAK,HAK,0.10705128205128206,-0.31666666666666665,26
HAL,GZS,2.9267777777777777,1.3916666666666666,150
HAL,MUG,0.0,0.0,3
HAL,SD,0.0,0.0,1
HAL,SD H1,-0.3743636089772556,-0.5833333333333334,2213
HAR,NGG,3.4980392156862745,1.4666666666666666,17
HAR,SOUH2,-0.575,-0.5333333333333333,4
HAU,STL,11.783333333333333,11.783333333333333,1
HAUS12,F  S21,17.75,17.75,1
HAUS12,FB H1,-3.7666666666666666,-3.7666666666666666,1
HAUS12,GMI,1.461942257217848,0.43333333333333335,127
HAUS12,GRB,10.3,10.3,1
HAUS12,LN,1.208641975308642,-0.6000000000000001,108
HAUS12,M  H1,0.6123188405797101,-0.38333333333333336,184
HAUS12,M  S12,0.5745393634840872,-0.4666666666666667,199
HAUS12,MAG,-0.48333333333333334,-0.48333333333333334,3
HAUS12,SL,2.433333333333333,2.433333333333333,1
HAUS12,STL,1.8284313725490198,1.3166666666666667,187
HAUS12,TB S12,0.4166666666666667,0.4166666666666667,1
HAUS12,WAS,1.294212962962963,0.2833333333333333,72
HCHH3,SBM,2.3666666666666667,2.3666666666666667,1
HDV,FR,0.6833333333333333,0.6833333333333333,1
HDV,GL,2.9181549910187323,-0.11666666666666667,1299
HDV,PRE,2.0287037037037035,0.9666666666666667,18
HDV,SMR,120.0,120.0,1
HE,BC,20.516780821917806,4.983333333333333,146
HE,BEH,0.4,0.4,1
HE,BELG,11.230332739156268,5.266666666666667,561
HE,BL,2.8615,1.075,200
HE,FA A1,53.07222222222222,39.96666666666667,3
HE,HE,12.5,-1.0,15
HE,HW H1,120.0,120.0,1
HE,HW Z3,8.334900284900286,1.8666666666666667,351
HE,LATH1,10.215151515151517,1.7333333333333334,22
HE,MFL,10.878871039714413,4.2,747
HE,MLX,2.3,2.3,1
HE,MZG,11.433333333333334,11.433333333333334,1
HE,ND G,26.992592592592594,24.383333333333333,9
HE,OF,5.730838894184938,1.1,1049
HE,OW,5.562916338840807,0.45,1271
HE,OZ,0.5333333333333333,0.5333333333333333,2
HE,PAR,2.5722222222222224,0.75,3
HE,PARA1,40.3,40.3,1
HE,PARS12,67.83333333333333,67.83333333333333,1
HE,PAV,12.788888888888886,1.2166666666666666,3
HE,SB,10.43888888888889,15.266666666666667,3
HE,SB G,13.514035087719298,5.8,38
HE,UR,1.094681861348528,-0.2833333333333333,1053
HE,WV W1,12.0,12.0,1
HE,ZAB,32.36666666666667,32.36666666666667,1
HE,ZE,19.516666666666666,19.516666666666666,1
HEN,BGLH2,3.5166666666666666,3.5166666666666666,1
HEZ,HW Z3,52.141666666666666,52.141666666666666,2
HF,HAK,-3.6666666666666665,-3.6666666666666665,1
HF,HF,-2.885815602836879,-1.6666666666666667,47
HF,STC,1.6833333333333333,1.6833333333333333,1
HF,WV,1.8333333333333333,1.8333333333333333,1
HF H1,HF H4,3.114583333333333,1.2583333333333333,16
HF H1,KRTS11,21.966666666666665,21.966666666666665,1
HF H1,PM,-1.4333333333333333,-1.4333333333333333,1
HF H1,PM H2,22.533333333333335,22.533333333333335,1
HF H1,RW H1,4.84047619047619,-0.1,7
HF H1,UP S31,2.511111111111111,1.1666666666666665,6
HF H1,WATS95,2.9916666666666667,1.6833333333333331,14
HF H1A,STC,9.966666666666667,9.966666666666667,1
HF H3,OW,13.533333333333335,13.566666666666666,4
HF H4,HF H1,0.255,-0.08333333333333333,10
HF H4,HF S14,-0.48333333333333334,-0.48333333333333334,1
HF H4,HF U22,-0.23333333333333334,-0.23333333333333334,1
HF H4,OW,0.9617909338617785,0.4,4037
HF S11,AOS,8.0,5.016666666666667,7
HF S11,HW Z3,48.20833333333333,48.20833333333333,2
HF S11,WATS95,5.390277777777778,4.183333333333334,12
HF S13,RW H1,0.31666666666666665,0.31666666666666665,1
HFA,HNA,-5.083333333333333,-5.083333333333333,1
HFA,KRV,0.2375,-0.625,20
HFA,VN H1,2.6825,1.9416666666666667,20
HFAH1,WF H1,2.316666666666667,2.316666666666667,1
HFAH1H,VN H1,3.1166666666666667,3.1166666666666667,1
HFG,ABZ,0.6229166666666666,0.43333333333333335,8
HFG,BA,70.78333333333333,70.78333333333333,1
HFG,EL S21,30.970000000000006,32.86666666666667,5
HFG,HAK,0.0,0.0,1
HFG,HF H4,-0.65,-0.65,1
HFG,HNF,21.03333333333333,24.016666666666666,3
HFG,HT S12,0.9586644591611478,-0.05,302
HFG,HT S22,0.21666666666666667,0.21666666666666667,1
HFG,HW Z3,6.683333333333334,6.683333333333334,1
HFG,MAT,2.7333333333333334,2.7333333333333334,2
HFG,MLX,2.1991939677587102,1.5333333333333334,641
HFG,OST,-0.016666666666666677,-0.016666666666666677,2
HFG,OW,59.958333333333336,59.958333333333336,2
HFG,PZ,-0.4,-0.4,1
HFG,PZ F1,2.9833333333333334,2.9833333333333334,2
HFG,RW H1,-1.25,-1.5,5
HFG,SIM,5.0055555555555555,4.466666666666667,3
HFG,ST W1,8.44,4.683333333333334,5
HFG,STC,0.5819583040524713,-0.3,7115
HFG,STK,0.4083333333333333,0.4083333333333333,2
HFG,WATS95,0.11666666666666667,0.11666666666666667,1
HFG,WV,0.579133889934527,0.21666666666666667,20721
HFG,WV W1,0.1,0.1,1
HFU,DO H1,2.5,2.5,1
HFU,HOSZ1,0.275,0.275,2
HFU,LATH1,6.816666666666666,6.816666666666666,1
HFU,MT G,16.383333333333333,16.383333333333333,1
HFU,WT,0.5166666666666667,0.5166666666666667,1
HG,STV,10.4,10.4,1
HGRS11,GM G,45.88333333333333,45.88333333333333,1
HI,OW,3.5690476190476192,0.45,7
HIMS12,EBR,20.866666666666667,20.866666666666667,1
HIMS12,NBN,1.1500000000000001,0.03333333333333333,3
HIMS12,OF,25.686111111111114,13.566666666666666,6
HIMS12,OK,4.883333333333334,4.883333333333334,1
HK H3,AMSH1U,1.2405797101449276,0.6666666666666666,23
HK H3,AMSZ1,1.1524177566389218,0.5333333333333333,1682
HK H3,UL,-0.9166666666666666,-0.9166666666666666,1
HKAG,AA,20.65833333333333,20.65833333333333,2
HKAG,ACHS12,95.9,95.9,1
HKAG,ASO,2.6263888888888887,0.0,24
HKAG,EF,3.9999999999999996,3.9999999999999996,2
HKAG,IDT,16.1,16.1,1
HKAG,LG H1,4.5,4.5,1
HKAG,LS,0.9833333333333333,0.9833333333333333,1
HKAG,MAT,1.3666666666666667,1.3666666666666667,1
HKAG,MLX,1.6262142220060003,0.06666666666666667,4111
HKAG,NGG,2.6222222222222222,1.6166666666666667,12
HKAG,WBB,6.037037037037037,4.116666666666667,54
HKAG,WBF,-3.183333333333333,-3.183333333333333,1
HKAG,WULS12,2.8846846846846845,2.033333333333333,111
HL,HP U1,13.383333333333333,13.383333333333333,1
HL,SB G,0.5866666666666667,0.08333333333333333,5
HL H1A,Z  H1,15.058333333333334,15.058333333333334,2
HL S52,HL H1A,3.466666666666667,3.466666666666667,1
HL S52,LFG,-0.012280701754385968,-0.3333333333333333,19
HL S52,SB G,0.10291482572410407,-0.6166666666666667,5432
HL S52,SBE,3.1777777777777776,2.966666666666667,3
HL S52,SBM,12.353418803418805,1.1,39
HN,HN,8.029166666666667,8.483333333333334,4
HN H1,BR H3,-0.3062686910512998,-0.4166666666666667,1449
HN H1,HN H1,0.2879204892966361,0.18333333333333332,109
HN H1,PL,1.5275622134905043,1.125,2036
HN H1,SPRH3,0.9833333333333333,0.9833333333333333,1
HNA,HNA,-6.453333333333333,-1.1333333333333333,5
HNA,SH H1H,0.3277777777777778,-0.2,3
HNAS11,KRV,1.6604668125455873,0.9833333333333333,457
HNAS11,VN,4.116666666666667,5.7,3
HNAS11,VN H1,1.9720308483290487,1.0833333333333333,1945
HNF,HFG,1.6833333333333336,1.6833333333333336,2
HNF,WV,2.9095238095238094,2.4833333333333334,7
HNS,ST W1,2.2333333333333334,2.2333333333333334,1
HO,VN H1,1.0408602150537634,0.5666666666666667,31
HO H1,NF,9.033333333333333,9.033333333333333,1
HOE,SB G,11.05,11.05,1
HOMH2,SWUL1,0.3333333333333333,0.0,3
HOS,LIR,1.5083333333333333,1.5083333333333333,2
HOSH2,B  H1,0.043333333333333335,-0.13333333333333333,5
HOSH2,SBJ,4.1,4.1,1
HOSH2,VL,74.05,74.05,1
HOSH2,WT,-0.3333333333333333,-0.3333333333333333,1
HOSZ1,BG H1,1.1429078014184397,0.7166666666666667,47
HOSZ1,LATH1,2.1666666666666665,0.8166666666666667,49
HOSZ1,LIR,2.102777777777778,1.3,180
HOSZ1,MT G,1.631002331002331,1.3166666666666667,143
HP,SBM,4.633333333333334,4.633333333333334,1
HP U1,AJ H1,8.666666666666666,8.666666666666666,1
HP U1,BOB,65.35833333333333,65.35833333333333,2
HP U1,BRF,-0.5166666666666667,-0.5166666666666667,1
HP U1,GG A1,61.88333333333333,61.88333333333333,1
HP U1,GMI,3.193939393939394,0.4,22
HP U1,HL,0.55,0.55,1
HP U1,JP S12,35.1,35.1,1
HP U1,JTIA1,3.895833333333333,3.525,4
HP U1,JTIS12,1.3,1.3,1
HP U1,KITS12,-0.2833333333333333,-0.2833333333333333,1
HP U1,KZBH1,17.0,17.0,1
HP U1,MLX,1.4958333333333331,0.4833333333333333,4
HP U1,MTH,120.0,120.0,1
HP U1,OW,2.579333333333333,0.8333333333333334,75
HP U1,PIC,59.71666666666667,59.71666666666667,1
HP U1,SAA,5.783333333333333,2.65,9
HP U1,SAAS12,0.9979984603541185,-0.15,866
HP U1,SAAU2,2.216666666666667,2.216666666666667,1
HP U1,SBM,3.7188095238095236,1.6166666666666667,1470
HP U1,STL,0.8333333333333334,0.8333333333333334,1
HP U1,SWAS12,0.7737060041407867,-0.25,161
HP U1,Z  A1,-0.9327199918896999,-1.4666666666666666,3288
HP U1,Z  U1,-1.6749999999999998,-1.6749999999999998,2
HT,HT,-6.522222222222222,-6.091666666666667,6
HT,NF,27.65,27.65,1
HT,WF H1,-0.5666666666666667,-0.5666666666666667,1
HT S11,HFG,0.9027041942604856,0.5666666666666667,302
HT S11,OK H1,1.2277777777777779,1.5,3
HT U3,WV,30.816666666666666,30.816666666666666,1
HU,HU,-12.55,-12.55,1
HU,OW,15.033333333333333,15.033333333333333,1
HU H3,OW,40.733333333333334,40.733333333333334,1
HU H4,HF H1,-0.7666666666666667,-0.7666666666666667,1
HU H4,OW,1.0078313253012048,0.26666666666666666,498
HUI,AHO,1.2286802030456854,0.35,197
HUI,BU,3.7,3.7,1
HUI,SU,4.6,4.6,1
HUI,TFN,1.998523206751055,1.0166666666666666,553
HUI,TUB,3.2666666666666666,3.2666666666666666,1
HW H1,LZW,44.06666666666667,44.06666666666667,1
HW H1,NSL,6.95,6.95,1
HW H1,OW,0.2833333333333333,0.2833333333333333,1
HW S11,HW Z3,-8.05,-8.05,1
HW Z3,ABZ,1.7,1.7,1
HW Z3,AMSS12,2.9833333333333334,2.9833333333333334,1
HW Z3,AT S12,3.2883215962441312,0.6416666666666666,568
HW Z3,BC,28.777083333333334,13.533333333333331,8
HW Z3,BELG,16.941666666666666,16.941666666666666,2
HW Z3,BRO,1.2596825396825397,-0.875,420
HW Z3,FM S12,1.299647266313933,0.18333333333333332,189
HW Z3,GS,0.3,0.3,1
HW Z3,H  H3,1.3833333333333333,1.3833333333333333,1
HW Z3,HE,15.410588235294119,1.5666666666666667,170
HW Z3,HEZ,24.663888888888888,5.8916666666666675,6
HW Z3,HW S12,3.4833333333333334,3.4833333333333334,1
HW Z3,HW Z3,1.2666666666666666,1.2666666666666666,1
HW Z3,KLSS21,1.4990442980756813,0.43333333333333335,2581
HW Z3,LA S22,0.7,0.7,1
HW Z3,LOS,2.1166666666666667,2.1166666666666667,1
HW Z3,LZW,4.323611111111111,2.841666666666667,540
HW Z3,MLX,6.836555427694668,1.7833333333333334,869
HW Z3,MSW,1.0833333333333333,1.0833333333333333,1
HW Z3,NIFG,18.9296875,1.25,32
HW Z3,NSF,2.7954545454545454,0.16666666666666666,11
HW Z3,NSK,4.308333333333333,4.308333333333333,2
HW Z3,NSL,1.4848966904370087,0.6666666666666666,1823
HW Z3,NST,0.7936155913978494,0.26666666666666666,248
HW Z3,NSTS12,31.033333333333335,31.033333333333335,1
HW Z3,OF,25.416666666666668,25.416666666666668,1
HW Z3,OW,4.269524470669906,2.15,2881
HW Z3,PW,5.433333333333334,5.433333333333334,1
HW Z3,SD G,-5.066666666666666,-5.066666666666666,2
HW Z3,SEEU1,0.25,0.25,1
HW Z3,TFDS12,20.958333333333336,20.958333333333336,2
HW Z3,TH G,5.158333333333333,5.158333333333333,2
HW Z3,VK,9.333333333333334,9.333333333333334,1
HW Z3,WBF,19.05,19.05,1
HW Z3,WE,3.093333333333333,1.6,5
HW Z3,WE S12,7.675,-0.2583333333333333,4
HZ,BSE,0.055555555555555546,-0.15833333333333333,6
HZ,DOK,0.010317460317460333,-0.3333333333333333,21
HZ,GR,-0.08333333333333333,-0.08333333333333333,1
HZ,GR S11,-0.1,-0.1,1
HZ,HZ,-15.075,-15.075,2
HZ,KLSS21,1.7631094527363185,1.125,6700
HZ,KO A1A,-0.39583333333333337,-0.4083333333333333,4
HZ,NW H1H,4.066666666666666,4.066666666666666,1
HZ,NW S31,2.1095238095238096,-0.24166666666666667,14
HZ,SAHH1,0.16666666666666666,0.16666666666666666,1
I,BE,11.408333333333333,11.408333333333333,2
I,I,-12.579629629629629,-11.658333333333333,18
I,K  G,19.997222222222224,0.9750000000000001,12
I,MLX,46.34166666666667,41.95,4
I,OW,5.75,0.5166666666666667,3
I,ZL H3,1.1166666666666667,0.21666666666666667,5
I  U3,I  W1,20.779166666666665,5.025,4
I  W1,BE,4.610314341846759,1.0333333333333334,509
I  W1,I  U3,41.416666666666664,41.416666666666664,1
I  W1,K  S12,2.7443223443223443,1.1,91
I  W1,KZBH1,11.833333333333334,11.833333333333334,1
I  W1,MEI,1.1010402684563758,0.1,1490
I  W1,OW,15.129365079365082,12.833333333333334,21
I  W1,SBJ,23.416666666666668,23.416666666666668,1
I  W1,STI,2.743939393939394,0.45833333333333337,22
I  W1,STIG,0.6707562136435749,-0.25,1891
I  W1,STIH1,46.81666666666667,46.81666666666667,1
I  W1,STIS31,-0.5333333333333333,-0.5333333333333333,1
I  W1,STIZ4,0.41671468011043095,-0.4,2777
I  W1,WTS,7.983333333333333,7.983333333333333,1
I  Z1,BE,30.133333333333333,30.133333333333333,2
I  Z1,K  S12,2.3,2.3,1
I  Z1,MEI,7.730952380952381,7.308333333333334,14
I  Z1,STIG,7.536666666666666,5.875,10
I  Z1,STIZ4,8.272727272727273,7.25,11
ID S12,BLS,23.986666666666668,25.766666666666666,5
ID S12,HIMS11,65.06666666666666,65.06666666666666,1
ID S12,WBF,0.05,0.05,1
IDT,HKAG,38.0,38.0,1
IF,FU,2.6378205128205128,2.125,52
IH,RE A1,0.992,0.03333333333333333,25
IH,SETK1,1.8711382113821138,0.45,41
IH H1,RE A1,0.16666666666666666,0.16666666666666666,1
IH H1,SNZ,6.316666666666666,6.316666666666666,1
IL,AK H1,0.5833333333333334,0.5833333333333334,1
IL,LN,0.6166666666666667,0.6166666666666667,1
IL A1,AK H1,0.041919191919191925,-0.21666666666666667,33
IL A1,LZW,4.019791666666666,4.266666666666667,16
IM,IM,-27.75,-27.75,2
IM,SS Z1,0.13333333333333333,0.13333333333333333,1
IZ,BLS,3.5833333333333335,3.5833333333333335,1
IZO,NF,33.63333333333333,33.63333333333333,1
JB,BOB,0.43333333333333335,0.43333333333333335,1
JB,GMI,17.843010752688173,-0.1,31
JB,HEZ,74.05833333333334,74.05833333333334,2
JB,HP H1,2.95,2.95,1
JB,JTI,1.7166666666666666,1.7166666666666666,1
JB,K  G,17.560144927536232,11.133333333333333,46
JB,KLSS21,9.572619047619048,3.283333333333333,126
JB,LN,120.0,120.0,1
JB,MLX,16.317982456140353,11.508333333333333,76
JB,OW,14.121851851851853,11.183333333333334,45
JB,PIC,-0.03409090909090911,-0.6833333333333333,22
JB,SB G,61.016666666666666,61.016666666666666,2
JB,SBJ,14.033333333333333,14.033333333333333,1
JB,STL,2.4072815533980583,1.0333333333333334,103
JD,SEJ,1.2055555555555555,-0.2,3
JD G,FEGH1,0.2360942760942761,0.13333333333333333,495
JD G,GDB,0.03333333333333333,0.03333333333333333,1
JD G,GLD,59.00555555555555,57.583333333333336,3
JD G,GLI,19.833333333333332,19.833333333333332,1
JD G,GOB,-1.15,-1.15,1
JD G,GZS,0.3997218911402463,-0.21666666666666667,1678
JD G,JD,-0.1,-0.1,1
JG,STL,1.4833333333333334,1.4833333333333334,1
JP S22,AJ H1,-0.4666666666666667,-0.4666666666666667,1
JP S22,BOB,0.7591666666666667,0.5,20
JP S22,GMI,0.6888888888888888,-0.06666666666666667,27
JP S22,HL H1A,0.36666666666666664,0.36666666666666664,1
JP S22,JP S12,29.6,29.6,1
JP S22,LFG,-0.7880952380952381,-1.0666666666666667,7
JP S22,MFL,-0.06793893129770993,-0.6166666666666667,131
JP S22,PIC,0.4970149253731344,-0.13333333333333333,134
JP S22,RAD,-0.15,-0.15,1
JP S22,SB G,0.10267162066525123,-0.5666666666666667,942
JP S22,SBF,3.878571428571429,2.0833333333333335,7
JP S22,SBM,1.9202145214521453,0.4666666666666667,606
JS,RN,12.8,12.8,1
JS,SBM,12.400581395348837,3.8916666666666666,172
JS,SWAS92,0.43333333333333335,0.43333333333333335,1
JS,VBD,4.831956155143339,2.0416666666666665,1186
JSW,OW,120.0,120.0,1
JSW,SBM,54.36666666666667,54.36666666666667,1
JSW,VBD,5.111594202898551,2.0,23
JSW,VBO,39.083333333333336,-1.2333333333333334,3
JTIA1,HP U1,7.295,4.083333333333334,10
JTIA1,KZBH2,4.453174603174603,0.5,63
K,H  H3,40.740476190476194,36.88333333333333,7
K,K,-22.03333333333333,-22.03333333333333,2
K  G,H  H3,6.94298245614035,-0.7166666666666667,19
K  G,K  G,0.754761904761905,1.55,7
K  G,SBJ,8.498245614035088,3.45,19
K  S11,BC,0.7055555555555556,0.45,3
K  S11,FW U3,2.4778825995807128,1.1166666666666667,159
K  S11,H,31.58888888888889,37.21666666666667,3
K  S11,H  H3,1.3720047341587764,0.31666666666666665,5492
K  S11,H  S11,2.1983365323096606,1.25,521
K  S11,H  S31,2.325,2.325,2
K  S11,I,120.0,120.0,1
K  S11,I  W1,5.665098039215686,3.9166666666666665,85
K  S11,K  S31,2.0749999999999997,2.0749999999999997,2
K  S11,KIRS11,8.138095238095238,0.6333333333333333,7
K  S11,KT H1,-0.5833333333333334,-0.5833333333333334,1
K  S11,LATH1,-0.9166666666666666,-0.9166666666666666,1
K  S11,RDFH1,2.4833333333333334,2.4833333333333334,2
K  S11,RDFU2,1.725,1.725,2
K  S11,SBM,60.19166666666667,60.19166666666667,2
K  S11,WTW,2.1,2.1,1
KA,KA,-18.64375,-27.291666666666664,8
KAIA1,LN A1,0.9403594771241831,0.3583333333333333,102
KAIA1,RG H1K,-0.11732026143790851,-0.43333333333333335,51
KARS98,OW,5.433333333333334,5.433333333333334,2
KAS,GZS,3.2411210317460317,2.8333333333333335,672
KAS,MZS,2.6141666666666667,1.0750000000000002,20
KAS,RZNH1,-2.5166666666666666,-2.5166666666666666,1
KCH,AH,1.3397435897435899,0.45833333333333337,26
KCH,KENH1,28.7,28.7,2
KCH,NF,26.183333333333334,26.183333333333334,1
KCH,TU,28.099999999999998,6.25,3
KCH,TUB,58.31666666666667,58.31666666666667,2
KCH,WF H1,1.234410339256866,0.43333333333333335,619
KD,TELH1,-0.4666666666666667,-0.4666666666666667,1
KD,ZG,3.6318181818181814,0.75,11
KD H1,STL,-0.5166666666666667,-0.5166666666666667,1
KE,GMI,32.12222222222223,31.2,3
KEK,GMI,19.183333333333334,19.183333333333334,1
KEN,PUE,18.5,18.5,1
KENH1,KCH,74.2,74.2,2
KENH1,PUE,18.0,18.0,1
KENH1,TU,29.108333333333334,29.108333333333334,2
KENH1,VN H1,11.772222222222224,15.816666666666666,3
KENH2,NF,0.3,0.3,1
KENH2,WF H1,-0.5333333333333333,-0.5333333333333333,1
KF S12,SY,1.2166666666666666,1.2166666666666666,1
KFL,KFL,-16.116666666666667,-16.191666666666666,4
KFT,LZW,15.4,15.4,2
KG,KG,-17.691666666666666,-17.691666666666666,2
KG,OW,1.2277777777777776,0.5666666666666667,3
KG,SV A1,15.45,15.45,1
KG S11,KG S11,1.58866930171278,0.65,253
KG S12,KG S12,1.8207717569786537,1.1833333333333333,203
KG S12,KUES21,2.3947688564476883,1.6916666666666667,274
KG S12,LV,0.02014563106796115,-1.2666666666666666,206
KG S12,SV A1,1.2457236842105264,0.275,152
KG S12,SV S93,1.0833333333333333,1.0833333333333333,1
KG S12,WEYH1,0.562992125984252,0.06666666666666667,127
KHDS11,VBO,0.45833333333333337,0.45833333333333337,2
KI S11,KTO,0.8120283018867924,-0.16666666666666666,212
KI S12,KI H1,0.0,0.0,1
KIK,GL,3.1166666666666667,3.1166666666666667,1
KIK,KIK,-25.6875,-27.90833333333333,4
KIK,LZW,2.348774509803922,1.0333333333333334,680
KIK,SLN,0.033333333333333326,0.033333333333333326,2
KIRS12,K,18.116666666666667,18.116666666666667,1
KIRS12,K  G,18.246153846153845,3.841666666666667,26
KIRS12,K  S12,0.7834615384615384,0.65,130
KIRS12,OW,84.15,84.15,1
KITH3,SAAS12,10.433333333333334,10.433333333333334,1
KLA,IH,-0.35,-0.35,2
KLA,KLA,31.85,34.20833333333333,4
KLA,MW,17.75,12.05,5
KLA,SETH1,0.1985097323600973,-0.48333333333333334,548
KLA,SNZG,30.221568627450978,31.133333333333333,17
KLA,WT,2.201863274222565,-0.5166666666666667,1297
KLN,ZWS,-0.6833333333333333,0.0,8
KLS,NW H2,2.216666666666667,2.216666666666667,1
KLSS12,HZ,0.7166666666666667,0.7166666666666667,1
KLSS22,AT S11,1.235363247863248,0.058333333333333334,156
KLSS22,BC,15.00474537037037,2.575,144
KLSS22,BM,2.6966666666666663,0.30833333333333335,10
KLSS22,BZ H1,1.6166666666666667,1.6166666666666667,1
KLSS22,CF,0.18333333333333332,0.18333333333333332,1
